id,album,score
6262,8238,1.0
6263,8241,0.88
6264,8242,0.97
6265,8242,0.79
6266,8242,0.8
6267,8242,1.0
6268,8243,0.79
6269,8244,0.91
6270,8244,0.93
6271,8244,0.62
6272,8244,1.0
6273,8251,0.85
6274,8252,1.0
6275,8252,0.93
6276,8252,0.95
6277,8252,0.88
6278,8252,0.9
6279,8253,0.97
6280,8253,1.0
6281,8253,0.98
6282,8253,0.98
6283,8254,0.98
6284,8254,0.89
6285,8254,0.9
6286,8254,0.91
6287,8255,0.83
6288,8256,0.8
6289,8261,0.84
6290,8262,0.95
6291,8262,0.9
6292,8262,0.91
6293,8262,0.85
6294,8265,0.83
6295,8265,0.87
6296,8268,0.34
6297,8270,0.8
6298,8276,0.85
6299,8283,1.0
6300,8283,0.89
6301,8292,0.68
6302,8295,1.0
6303,8295,1.0
6304,8295,0.9
6305,8295,0.94
6306,8295,0.98
6307,8295,1.0
6308,8296,0.75
6309,8296,0.96
6310,8296,1.0
6311,8296,0.96
6312,8296,0.9
6313,8296,0.93
6314,8296,0.9
6315,8296,0.8
6316,8296,0.98
6317,8297,0.89
6318,8297,0.85
6319,8297,0.95
6320,8297,0.99
6321,8297,0.95
6322,8297,1.0
6323,8297,0.8
6324,8297,0.9
6325,8298,0.86
6326,8298,0.94
6327,8298,0.93
6328,8298,1.0
6329,8298,0.9
6330,8298,0.95
6331,8298,0.94
6332,8298,0.05
6333,8299,0.79
6334,8299,0.83
6335,8299,0.8
6336,8299,0.96
6337,8299,0.93
6338,8299,0.97
6339,8299,0.96
6340,8299,1.0
6341,8299,0.6
6342,8299,0.95
6343,8299,0.95
6344,8300,0.6
6345,8300,0.8
6346,8300,0.63
6347,8300,0.7
6348,8300,0.8
6349,8301,0.85
6350,8301,0.87
6351,8301,1.0
6352,8301,0.99
6353,8301,0.9
6354,8301,0.7
6355,8301,0.9
6356,8301,0.78
6357,8302,0.86
6358,8302,0.8
6359,8302,0.95
6360,8302,0.95
6361,8305,0.7
6362,8311,0.6
6363,8311,0.7
6364,8315,0.64
6365,8316,0.62
6366,8317,0.7
6367,8324,0.8
6368,8324,0.6
6369,8333,0.75
6370,8334,0.6
6371,8337,0.95
6372,8338,0.71
6373,8364,0.73
6374,8365,0.62
6375,8367,0.75
6376,8368,0.6
6377,8368,0.72
6378,8369,0.9
6379,8369,0.85
6380,8369,0.65
6381,8369,0.75
6382,8369,0.95
6383,8369,0.85
6384,8369,0.75
6385,8370,1.0
6386,8373,0.7
6387,8374,0.76
6388,8377,0.8
6389,8378,0.8
6390,8381,0.71
6391,8381,0.85
6392,8382,0.86
6393,8382,0.95
6394,8382,0.89
6395,8382,0.59
6396,8382,0.96
6397,8382,0.97
6398,8382,0.95
6399,8382,0.93
6400,8383,0.79
6401,8384,0.83
6402,8386,0.33
6403,8386,0.55
6404,8392,0.9
6405,8396,0.88
6406,8397,0.64
6407,8404,0.85
6408,8404,0.7
6409,8414,0.9
6410,8415,0.82
6411,8424,0.42
6412,8425,0.8
6413,8425,0.85
6414,8425,0.16
6415,8426,0.4
6416,8426,0.85
6417,8426,0.95
6418,8426,0.7
6419,8426,0.7
6420,8431,0.98
6421,8442,0.65
6422,8442,1.0
6423,8444,0.88
6424,8444,0.85
6425,8447,0.74
6426,8460,0.39
6427,8463,0.72
6428,8466,0.8
6429,8467,0.7
6430,8468,0.27
6431,8469,0.65
6432,8470,0.86
6433,8471,0.75
6434,8475,0.55
6435,8476,0.8
6436,8476,0.77
6437,8479,0.9
6438,8479,0.87
6439,8485,0.85
6440,8489,0.7
6441,8491,0.65
6442,8495,0.85
6443,8496,0.78
6444,8496,0.98
6445,8497,0.85
6446,8497,0.75
6447,8498,0.9
6448,8498,0.85
6449,8498,0.95
6450,8498,0.95
6451,8501,0.96
6452,8512,0.85
6453,8513,0.85
6454,8513,0.8
6455,8513,0.85
6456,8513,1.0
6457,8514,0.8
6458,8519,0.6
6459,8522,0.99
6460,8529,0.65
6461,8529,0.55
6462,8530,0.31
6463,8530,0.7
6464,8530,0.48
6465,8531,0.55
6466,8535,0.9
6467,8540,0.7
6468,8540,0.55
6469,8545,0.85
6470,8545,0.97
6471,8545,0.9
6472,8545,1.0
6473,8546,1.0
6474,8546,1.0
6475,8546,0.8
6476,8547,0.8
6477,8547,0.84
6478,8547,0.72
6479,8549,0.73
6480,8554,0.82
6481,8554,0.9
6482,8554,0.95
6483,8554,0.88
6484,8554,0.88
6485,8554,0.98
6486,8555,0.98
6487,8555,0.94
6488,8555,1.0
6489,8555,0.92
6490,8556,1.0
6491,8556,1.0
6492,8556,0.92
6493,8557,0.99
6494,8572,0.85
6495,8572,0.5
6496,8573,0.55
6497,8573,0.73
6498,8575,0.45
6499,8576,0.98
6500,8576,0.7
6501,8576,0.95
6502,8576,0.96
6503,8576,0.93
6504,8577,0.9
6505,8577,0.85
6506,8577,0.94
6507,8577,0.95
6508,8577,0.9
6509,8578,1.0
6510,8578,0.92
6511,8578,0.8
6512,8578,0.89
6513,8578,0.7
6514,8578,0.8
6515,8578,0.9
6516,8578,0.95
6517,8578,0.9
6518,8586,1.0
6519,8586,0.7
6520,8589,0.85
6521,8591,0.65
6522,8592,0.65
6523,8594,0.4
6524,8594,0.87
6525,8596,0.85
6526,8597,0.7
6527,8598,0.68
6528,8598,0.73
6529,8598,0.8
6530,8599,0.58
6531,8619,0.92
6532,8620,0.9
6533,8622,0.8
6534,8629,0.9
6535,8629,0.24
6536,8630,0.9
6537,8632,0.87
6538,8632,0.77
6539,8633,0.8
6540,8638,0.75
6541,8638,0.8
6542,8649,0.84
6543,8652,0.9
6544,8653,0.9
6545,8654,0.95
6546,8661,0.95
6547,8661,0.9
6548,8661,0.85
6549,8661,0.96
6550,8662,0.9
6551,8667,0.94
6552,8672,0.65
6553,8673,0.65
6554,8673,0.6
6555,8679,0.9
6556,8679,0.99
6557,8679,0.93
6558,8679,0.9
6559,8680,0.94
6560,8680,0.93
6561,8680,0.95
6562,8680,0.83
6563,8680,0.9
6564,8680,0.65
6565,8680,0.98
6566,8680,0.93
6567,8680,0.3
6568,8681,0.88
6569,8681,0.9
6570,8681,0.6
6571,8682,0.7
6572,8688,0.7
6573,8692,0.95
6574,8693,0.8
6575,8693,0.75
6576,8707,0.7
6577,8709,0.9
6578,8709,0.55
6579,8723,0.7
6580,8725,1.0
6581,8725,0.61
6582,8725,1.0
6583,8725,0.67
6584,8725,0.97
6585,8726,0.7
6586,8726,1.0
6587,8726,0.99
6588,8726,0.98
6589,8727,0.95
6590,8727,0.8
6591,8727,0.58
6592,8727,0.98
6593,8727,0.89
6594,8727,0.95
6595,8727,0.7
6596,8727,0.96
6597,8728,0.85
6598,8728,0.7
6599,8728,0.93
6600,8728,0.8
6601,8729,0.65
6602,8729,0.8
6603,8729,0.8
6604,8740,0.75
6605,8746,0.65
6606,8763,0.93
6607,8775,0.1
6608,8779,0.88
6609,8779,0.95
6610,8779,0.92
6611,8779,0.92
6612,8785,0.75
6613,8791,0.89
6614,8791,0.6
6615,8791,0.99
6616,8792,0.8
6617,8792,0.87
6618,8792,0.75
6619,8792,0.8
6620,8793,0.96
6621,8793,0.85
6622,8793,0.87
6623,8793,0.94
6624,8794,0.7
6625,8794,0.8
6626,8802,0.78
6627,8802,0.7
6628,8810,0.8
6629,8811,0.89
6630,8811,0.65
6631,8812,0.92
6632,8812,0.89
6633,8813,0.75
6634,8813,0.7
6635,8820,0.72
6636,8823,0.8
6637,8824,0.86
6638,8837,0.85
6639,8837,0.92
6640,8837,0.82
6641,8837,0.97
6642,8838,0.73
6643,8838,0.75
6644,8838,0.99
6645,8839,0.98
6646,8839,0.8
6647,8839,0.52
6648,8839,0.99
6649,8840,0.77
6650,8841,0.9
6651,8842,0.43
6652,8849,0.72
6653,8850,0.85
6654,8854,0.8
6655,8855,0.75
6656,8864,0.7
6657,8865,0.92
6658,8866,0.8
6659,8866,0.95
6660,8866,0.95
6661,8866,0.6
6662,8866,0.95
6663,8866,1.0
6664,8866,1.0
6665,8866,0.88
6666,8866,0.96
6667,8866,0.8
6668,8866,1.0
6669,8866,0.75
6670,8866,0.71
6671,8866,1.0
6672,8867,0.97
6673,8867,0.93
6674,8867,0.75
6675,8867,0.87
6676,8867,0.91
6677,8867,0.74
6678,8867,0.41
6679,8867,0.9
6680,8867,0.95
6681,8867,0.8
6682,8867,0.91
6683,8867,0.31
6684,8867,0.83
6685,8867,0.32
6686,8867,0.2
6687,8867,0.95
6688,8867,0.55
6689,8867,0.9
6690,8867,0.86
6691,8867,1.0
6692,8867,0.2
6693,8867,0.94
6694,8867,0.9
6695,8872,0.95
6696,8876,0.79
6697,8878,0.7
6698,8879,0.75
6699,8880,0.7
6700,8881,0.59
6701,8887,0.68
6702,8889,0.75
6703,8905,0.78
6704,8905,0.89
6705,8905,0.85
6706,8905,0.84
6707,8906,0.9
6708,8906,0.9
6709,8907,0.95
6710,8907,0.86
6711,8907,0.8
6712,8907,0.9
6713,8911,0.92
6714,8919,0.9
6715,8920,0.8
6716,8921,0.88
6717,8922,0.95
6718,8922,0.87
6719,8923,0.81
6720,8923,0.85
6721,8924,0.8
6722,8924,0.94
6723,8924,0.85
6724,8924,0.9
6725,8924,0.7
6726,8925,0.8
6727,8925,0.92
6728,8925,0.9
6729,8925,0.75
6730,8926,0.9
6731,8927,0.9
6732,8927,0.7
6733,8928,0.9
6734,8928,0.6
6735,8928,0.9
6736,8928,0.9
6737,8930,0.75
6738,8931,0.9
6739,8932,0.89
6740,8938,0.95
6741,8938,0.7
6742,8940,1.0
6743,8940,0.95
6744,8940,0.93
6745,8940,0.93
6746,8940,0.95
6747,8940,0.92
6748,8940,0.95
6749,8940,0.87
6750,8941,0.89
6751,8941,0.74
6752,8941,0.83
6753,8941,0.4
6754,8941,0.87
6755,8941,0.84
6756,8941,0.73
6757,8942,0.87
6758,8942,0.79
6759,8942,0.89
6760,8942,0.65
6761,8942,0.85
6762,8943,0.9
6763,8943,0.75
6764,8943,0.86
6765,8943,0.05
6766,8943,0.7
6767,8943,0.9
6768,8944,0.99
6769,8944,0.85
6770,8945,0.85
6771,8951,0.93
6772,8951,0.88
6773,8952,0.7
6774,8952,0.78
6775,8959,0.7
6776,8967,0.75
6777,8968,0.65
6778,8970,0.87
6779,8981,0.77
6780,8984,0.8
6781,8984,0.82
6782,8984,0.51
6783,8984,0.71
6784,8984,0.75
6785,8984,0.9
6786,8984,0.87
6787,8984,0.8
6788,8985,0.98
6789,8985,1.0
6790,8985,0.7
6791,8985,0.8
6792,8985,1.0
6793,8985,0.93
6794,8985,0.71
6795,8985,0.97
6796,8985,0.87
6797,8986,0.29
6798,8986,0.7
6799,8986,0.97
6800,8986,0.94
6801,8986,0.99
6802,8986,0.55
6803,8987,0.12
6804,8987,0.65
6805,8987,0.83
6806,8987,0.59
6807,8987,0.84
6808,8988,0.08
6809,8988,0.1
6810,8988,0.98
6811,8988,0.07
6812,8988,0.65
6813,8988,0.7
6814,8989,0.6
6815,8989,0.9
6816,8989,0.03
6817,8989,0.2
6818,8989,0.9
6819,8989,0.19
6820,8989,0.25
6821,8989,0.55
6822,8989,0.6
6823,8991,0.8
6824,8991,0.9
6825,8992,0.75
6826,8993,0.85
6827,8995,0.41
6828,8995,0.55
6829,8996,0.75
6830,8997,0.91
6831,8997,0.95
6832,8997,0.95
6833,8997,0.85
6834,8998,1.0
6835,8998,0.8
6836,9012,0.95
6837,9012,0.9
6838,9018,0.45
6839,9019,0.4
6840,9026,0.9
6841,9027,0.6
6842,9027,0.93
6843,9031,0.83
6844,9032,0.86
6845,9034,0.9
6846,9034,1.0
6847,9035,0.8
6848,9035,0.91
6849,9035,0.79
6850,9035,1.0
6851,9035,0.95
6852,9035,0.9
6853,9035,0.95
6854,9035,0.97
6855,9036,0.6
6856,9037,0.85
6857,9039,0.75
6858,9041,0.8
6859,9042,0.8
6860,9044,0.75
6861,9045,0.8
6862,9048,0.9
6863,9048,0.98
6864,9048,0.9
6865,9048,0.95
6866,9049,0.85
6867,9049,0.94
6868,9059,0.87
6869,9059,0.85
6870,9059,0.65
6871,9059,0.8
6872,9059,0.75
6873,9059,0.95
6874,9060,0.68
6875,9060,0.8
6876,9060,0.25
6877,9060,0.6
6878,9060,0.41
6879,9060,0.35
6880,9060,0.95
6881,9061,0.75
6882,9061,0.82
6883,9061,0.6
6884,9062,0.79
6885,9062,0.8
6886,9062,0.72
6887,9062,0.96
6888,9062,0.62
6889,9062,0.87
6890,9062,0.89
6891,9062,0.85
6892,9063,0.95
6893,9063,0.89
6894,9063,0.95
6895,9063,0.94
6896,9063,0.7
6897,9063,0.88
6898,9063,0.75
6899,9064,0.6
6900,9064,0.8
6901,9064,0.87
6902,9064,0.65
6903,9064,0.85
6904,9065,0.61
6905,9065,0.68
6906,9073,0.73
6907,9077,0.6
6908,9083,0.8
6909,9085,1.0
6910,9086,0.69
6911,9087,0.8
6912,9093,0.95
6913,9106,0.91
6914,9106,0.89
6915,9106,0.9
6916,9106,0.89
6917,9107,0.9
6918,9108,0.52
6919,9108,0.61
6920,9108,1.0
6921,9109,0.38
6922,9109,0.95
6923,9109,0.58
6924,9109,0.41
6925,9109,0.95
6926,9109,0.95
6927,9109,0.7
6928,9109,0.92
6929,9109,0.91
6930,9109,1.0
6931,9109,0.78
6932,9109,0.93
6933,9110,0.85
6934,9110,0.6
6935,9110,0.82
6936,9110,0.56
6937,9110,1.0
6938,9110,0.88
6939,9110,0.73
6940,9110,1.0
6941,9110,0.9
6942,9110,1.0
6943,9110,0.94
6944,9110,0.95
6945,9111,0.35
6946,9111,0.61
6947,9111,1.0
6948,9111,0.85
6949,9111,0.73
6950,9111,1.0
6951,9111,0.87
6952,9111,0.98
6953,9111,1.0
6954,9111,1.0
6955,9111,0.85
6956,9111,0.84
6957,9111,0.8
6958,9111,0.97
6959,9111,0.97
6960,9111,1.0
6961,9111,0.85
6962,9111,0.98
6963,9111,1.0
6964,9112,0.87
6965,9112,0.3
6966,9112,0.8
6967,9112,0.82
6968,9112,0.93
6969,9112,0.7
6970,9112,0.9
6971,9112,0.8
6972,9112,0.97
6973,9112,0.68
6974,9112,0.88
6975,9113,0.5
6976,9113,0.75
6977,9113,0.35
6978,9115,0.94
6979,9117,0.9
6980,9141,0.92
6981,9147,0.85
6982,9148,0.72
6983,9148,0.85
6984,9149,0.8
6985,9149,0.95
6986,9150,0.85
6987,9151,0.65
6988,9157,0.97
6989,9157,0.97
6990,9159,0.73
6991,9164,0.7
6992,9164,0.75
6993,9164,0.81
6994,9165,0.85
6995,9165,0.9
6996,9166,0.79
6997,9167,0.4
6998,9167,0.6
6999,9167,0.8
7000,9167,0.8
7001,9167,0.8
7002,9167,0.6
7003,9168,0.75
7004,9168,0.83
7005,9168,0.85
7006,9168,0.66
7007,9168,0.7
7008,9169,0.78
7009,9169,0.71
7010,9170,0.7
7011,9170,0.75
7012,9170,0.2
7013,9172,0.61
7014,9172,0.42
7015,9173,0.66
7016,9173,0.55
7017,9173,0.5
7018,9173,0.5
7019,9174,0.78
7020,9174,0.62
7021,9174,0.46
7022,9176,0.98
7023,9177,1.0
7024,9189,1.0
7025,9189,0.97
7026,9190,0.48
7027,9197,0.4
7028,9198,0.7
7029,9198,0.68
7030,9202,0.7
7031,9202,0.85
7032,9202,0.7
7033,9204,0.75
7034,9209,0.75
7035,9227,0.0
7036,9227,0.95
7037,9227,0.3
7038,9228,0.75
7039,9232,0.83
7040,9240,0.8
7041,9240,0.68
7042,9252,0.93
7043,9252,0.71
7044,9254,0.97
7045,9255,0.7
7046,9257,0.88
7047,9259,0.9
7048,9259,0.75
7049,9259,0.82
7050,9259,0.9
7051,9260,0.86
7052,9260,0.85
7053,9260,0.6
7054,9260,0.6
7055,9260,0.7
7056,9260,0.67
7057,9260,0.9
7058,9260,0.75
7059,9260,0.49
7060,9260,0.98
7061,9260,0.92
7062,9260,0.92
7063,9260,0.8
7064,9260,0.92
7065,9260,0.95
7066,9261,0.05
7067,9261,1.0
7068,9261,0.03
7069,9261,0.94
7070,9261,0.89
7071,9261,0.7
7072,9261,0.85
7073,9261,0.85
7074,9261,0.7
7075,9261,0.97
7076,9261,0.96
7077,9262,0.97
7078,9262,0.73
7079,9262,0.0
7080,9262,0.78
7081,9262,0.74
7082,9262,0.57
7083,9262,0.7
7084,9262,0.82
7085,9262,0.9
7086,9262,0.98
7087,9262,0.65
7088,9262,0.71
7089,9265,0.9
7090,9273,0.85
7091,9273,0.5
7092,9276,0.85
7093,9280,0.74
7094,9284,0.9
7095,9288,0.85
7096,9291,0.9
7097,9291,0.85
7098,9299,0.95
7099,9310,0.0
7100,9310,0.05
7101,9310,0.01
7102,9310,0.0
7103,9318,0.9
7104,9319,0.9
7105,9321,0.58
7106,9321,0.9
7107,9321,0.85
7108,9321,0.6
7109,9321,0.54
7110,9321,0.7
7111,9321,0.75
7112,9321,0.85
7113,9322,0.7
7114,9322,0.83
7115,9324,0.5
7116,9335,0.77
7117,9339,0.84
7118,9344,0.7
7119,9348,0.53
7120,9349,0.68
7121,9349,0.88
7122,9349,0.85
7123,9350,0.95
7124,9350,0.84
7125,9350,0.97
7126,9350,0.89
7127,9350,0.48
7128,9350,0.88
7129,9350,1.0
7130,9350,0.98
7131,9350,1.0
7132,9350,0.91
7133,9350,0.96
7134,9350,1.0
7135,9350,0.99
7136,9350,0.84
7137,9350,1.0
7138,9350,1.0
7139,9351,0.28
7140,9351,0.25
7141,9351,0.97
7142,9351,1.0
7143,9351,0.95
7144,9351,0.95
7145,9352,0.57
7146,9352,0.65
7147,9352,0.7
7148,9352,1.0
7149,9352,0.7
7150,9352,0.71
7151,9353,0.85
7152,9353,0.85
7153,9353,0.95
7154,9353,0.8
7155,9353,0.8
7156,9353,0.7
7157,9353,0.8
7158,9353,0.97
7159,9356,0.47
7160,9356,0.93
7161,9357,0.93
7162,9357,0.92
7163,9358,0.82
7164,9371,0.96
7165,9376,0.75
7166,9376,0.8
7167,9377,0.63
7168,9381,0.58
7169,9381,1.0
7170,9382,0.68
7171,9382,0.6
7172,9382,0.92
7173,9388,0.83
7174,9389,0.7
7175,9391,0.9
7176,9391,0.86
7177,9391,0.95
7178,9392,0.85
7179,9392,0.9
7180,9392,0.92
7181,9393,0.9
7182,9393,0.96
7183,9393,0.85
7184,9393,0.86
7185,9394,0.91
7186,9396,0.74
7187,9396,0.75
7188,9397,1.0
7189,9397,0.41
7190,9397,0.53
7191,9398,0.97
7192,9398,0.9
7193,9401,0.75
7194,9401,0.55
7195,9403,1.0
7196,9403,0.8
7197,9403,0.79
7198,9403,0.85
7199,9403,0.85
7200,9406,0.83
7201,9406,0.42
7202,9406,0.85
7203,9406,0.95
7204,9406,0.85
7205,9407,0.98
7206,9407,0.82
7207,9407,0.8
7208,9409,0.55
7209,9410,0.65
7210,9411,0.86
7211,9411,0.6
7212,9412,0.77
7213,9415,0.7
7214,9415,0.52
7215,9415,0.88
7216,9415,0.68
7217,9415,0.87
7218,9416,0.95
7219,9416,0.93
7220,9416,0.68
7221,9416,0.92
7222,9416,0.86
7223,9416,0.72
7224,9416,0.91
7225,9416,0.97
7226,9416,0.6
7227,9416,0.98
7228,9417,0.77
7229,9417,0.84
7230,9417,0.55
7231,9417,1.0
7232,9417,0.97
7233,9417,0.91
7234,9417,0.85
7235,9417,0.95
7236,9417,0.81
7237,9417,1.0
7238,9417,0.85
7239,9417,0.76
7240,9417,0.93
7241,9424,0.5
7242,9433,0.8
7243,9434,0.75
7244,9440,0.7
7245,9440,0.95
7246,9441,0.82
7247,9441,0.9
7248,9449,0.7
7249,9450,0.71
7250,9452,0.6
7251,9455,0.98
7252,9456,0.6
7253,9473,0.2
7254,9473,0.9
7255,9474,0.75
7256,9475,0.91
7257,9499,0.97
7258,9505,0.75
7259,9509,0.52
7260,9512,0.86
7261,9513,0.89
7262,9524,0.5
7263,9529,0.77
7264,9532,1.0
7265,9542,0.85
7266,9542,0.95
7267,9549,0.9
7268,9550,0.61
7269,9555,0.65
7270,9555,0.6
7271,9555,0.7
7272,9556,0.65
7273,9556,0.97
7274,9556,0.95
7275,9564,0.92
7276,9566,0.86
7277,9569,0.0
7278,9569,0.8
7279,9573,0.81
7280,9587,0.8
7281,9592,0.89
7282,9592,0.92
7283,9592,0.85
7284,9593,0.92
7285,9593,0.95
7286,9596,0.87
7287,9597,0.69
7288,9599,0.85
7289,9600,0.87
7290,9601,0.98
7291,9602,0.88
7292,9602,0.96
7293,9607,0.6
7294,9612,0.6
7295,9613,0.9
7296,9618,0.85
7297,9619,0.33
7298,9619,0.75
7299,9620,0.8
7300,9621,0.91
7301,9624,0.5
7302,9631,0.88
7303,9631,0.35
7304,9631,0.82
7305,9631,0.97
7306,9631,0.95
7307,9632,0.72
7308,9635,0.8
7309,9635,0.8
7310,9637,0.75
7311,9640,0.71
7312,9643,0.8
7313,9643,0.6
7314,9644,0.75
7315,9644,0.7
7316,9660,0.78
7317,9661,0.7
7318,9661,0.82
7319,9662,0.85
7320,9664,1.0
7321,9664,0.95
7322,9664,0.9
7323,9665,0.46
7324,9665,1.0
7325,9665,0.6
7326,9665,0.35
7327,9666,0.76
7328,9666,0.85
7329,9667,0.95
7330,9667,0.89
7331,9670,0.75
7332,9670,0.7
7333,9681,0.91
7334,9681,1.0
7335,9682,0.85
7336,9682,0.4
7337,9693,0.95
7338,9695,1.0
7339,9697,0.96
7340,9698,0.94
7341,9698,0.8
7342,9699,0.9
7343,9701,0.71
7344,9701,0.72
7345,9701,0.95
7346,9703,0.85
7347,9706,1.0
7348,9718,0.9
7349,9721,0.45
7350,9721,0.9
7351,9726,0.8
7352,9727,0.87
7353,9727,0.96
7354,9727,0.95
7355,9728,0.9
7356,9729,0.05
7357,9729,0.75
7358,9729,0.95
7359,9730,0.85
7360,9735,0.5
7361,9735,0.88
7362,9736,0.75
7363,9737,1.0
7364,9739,0.89
7365,9741,0.9
7366,9742,0.8
7367,9743,0.96
7368,9745,0.92
7369,9747,0.75
7370,9748,0.75
7371,9748,0.71
7372,9748,0.68
7373,9750,0.75
7374,9751,1.0
7375,9754,0.82
7376,9755,0.6
7377,9764,0.85
7378,9766,0.94
7379,9766,1.0
7380,9767,0.72
7381,9767,0.9
7382,9767,0.6
7383,9767,0.92
7384,9767,0.71
7385,9772,0.7
7386,9773,0.75
7387,9774,1.0
7388,9777,0.85
7389,9777,0.87
7390,9778,0.72
7391,9778,1.0
7392,9779,0.91
7393,9779,0.87
7394,9785,0.6
7395,9796,0.95
7396,9812,0.8
7397,9812,0.98
7398,9812,0.3
7399,9812,0.97
7400,9812,0.8
7401,9813,0.95
7402,9813,0.9
7403,9813,0.86
7404,9818,0.79
7405,9827,0.87
7406,9829,0.54
7407,9829,0.2
7408,9830,0.92
7409,9830,0.85
7410,9831,0.65
7411,9835,0.9
7412,9839,0.8
7413,9845,0.81
7414,9845,0.75
7415,9854,0.87
7416,9855,0.0
7417,9856,0.95
7418,9864,0.5
7419,9866,0.74
7420,9866,0.91
7421,9867,0.86
7422,9867,0.6
7423,9867,0.3
7424,9868,0.82
7425,9869,0.9
7426,9869,0.9
7427,9869,0.9
7428,9869,0.88
7429,9869,0.97
7430,9869,0.88
7431,9869,0.95
7432,9869,0.96
7433,9869,0.85
7434,9869,0.85
7435,9869,0.9
7436,9870,0.83
7437,9870,0.8
7438,9873,0.77
7439,9875,0.93
7440,9875,0.82
7441,9876,0.84
7442,9876,0.8
7443,9876,0.86
7444,9888,0.78
7445,9891,0.79
7446,9892,0.7
7447,9895,0.5
7448,9895,1.0
7449,9895,0.79
7450,9895,0.82
7451,9896,0.4
7452,9913,0.9
7453,9913,0.35
7454,9915,0.83
7455,9917,0.8
7456,9920,0.93
7457,9927,0.87
7458,9934,0.5
7459,9936,0.9
7460,9936,0.82
7461,9939,0.72
7462,9940,0.86
7463,9940,0.75
7464,9942,0.68
7465,9942,0.99
7466,9942,0.99
7467,9950,0.8
7468,9961,0.35
7469,9962,0.7
7470,9962,0.65
7471,9963,0.7
7472,9965,1.0
7473,9967,0.55
7474,9977,0.83
7475,9977,0.8
7476,9978,0.58
7477,9978,0.9
7478,9979,0.98
7479,9979,0.8
7480,9984,0.6
7481,9985,0.7
7482,9986,0.6
7483,9987,0.83
7484,9992,0.74
7485,9994,0.7
7486,9996,0.9
7487,9996,0.8
7488,9996,0.99
7489,9996,0.98
7490,9996,0.76
7491,9996,0.7
7492,9996,0.91
7493,9997,0.88
7494,9997,0.99
7495,9997,0.98
7496,9997,0.98
7497,9997,0.94
7498,9997,0.95
7499,9998,0.93
7500,9998,0.99
7501,9998,0.9
7502,9998,0.95
7503,9998,0.81
7504,9998,0.95
7505,9998,0.85
7506,9998,0.67
7507,9998,0.95
7508,9998,0.96
7509,9998,0.9
7510,10008,0.35
7511,10028,0.11
7512,10037,0.51
7513,10037,0.8
7514,10037,0.95
7515,10037,0.92
7516,10043,0.6
7517,10048,0.88
7518,10049,0.9
7519,10059,0.97
7520,10060,1.0
7521,10060,0.5
7522,10069,0.88
7523,10072,0.8
7524,10083,0.97
7525,10092,0.9
7526,10095,0.82
7527,10099,0.62
7528,10100,0.96
7529,10103,0.85
7530,10107,0.2
7531,10108,0.65
7532,10108,0.8
7533,10109,0.55
7534,10111,0.59
7535,10112,0.88
7536,10116,0.9
7537,10116,0.71
7538,10117,0.9
7539,10117,0.8
7540,10117,0.8
7541,10121,0.97
7542,10125,0.94
7543,10127,0.63
7544,10129,0.9
7545,10130,0.95
7546,10132,0.6
7547,10137,0.8
7548,10137,0.92
7549,10142,0.9
7550,10143,0.75
7551,10145,0.74
7552,10145,0.98
7553,10146,0.82
7554,10146,0.98
7555,10148,0.75
7556,10151,0.8
7557,10151,0.72
7558,10152,0.8
7559,10153,0.8
7560,10156,0.82
7561,10156,0.9
7562,10163,0.8
7563,10183,0.63
7564,10183,0.68
7565,10183,0.35
7566,10183,0.81
7567,10184,0.35
7568,10185,0.55
7569,10194,0.18
7570,10194,1.0
7571,10194,1.0
7572,10194,1.0
7573,10194,0.94
7574,10194,1.0
7575,10194,0.9
7576,10195,0.97
7577,10195,0.75
7578,10195,0.8
7579,10195,0.95
7580,10195,0.95
7581,10196,0.55
7582,10200,0.98
7583,10200,0.95
7584,10200,0.93
7585,10200,0.95
7586,10201,1.0
7587,10201,1.0
7588,10201,0.79
7589,10201,0.91
7590,10201,0.5
7591,10201,0.61
7592,10202,1.0
7593,10213,0.4
7594,10214,0.95
7595,10214,0.8
7596,10214,0.68
7597,10214,0.75
7598,10214,0.92
7599,10214,0.81
7600,10214,0.9
7601,10214,0.44
7602,10214,0.4
7603,10214,0.1
7604,10214,0.4
7605,10214,0.65
7606,10214,0.9
7607,10214,0.9
7608,10215,0.66
7609,10215,0.85
7610,10215,0.88
7611,10215,0.89
7612,10215,0.85
7613,10215,0.7
7614,10216,0.87
7615,10216,0.9
7616,10216,0.98
7617,10216,0.81
7618,10216,0.9
7619,10216,0.55
7620,10216,0.95
7621,10216,0.95
7622,10216,1.0
7623,10216,0.8
7624,10216,0.85
7625,10216,1.0
7626,10217,0.7
7627,10217,0.9
7628,10217,0.95
7629,10217,0.83
7630,10217,0.83
7631,10217,0.9
7632,10217,0.8
7633,10218,0.4
7634,10218,0.92
7635,10218,0.6
7636,10218,0.86
7637,10218,0.92
7638,10218,0.95
7639,10218,0.95
7640,10218,0.92
7641,10218,0.86
7642,10218,1.0
7643,10218,0.9
7644,10218,0.8
7645,10219,0.96
7646,10219,1.0
7647,10219,0.95
7648,10219,0.99
7649,10219,0.75
7650,10219,0.85
7651,10220,0.77
7652,10220,0.9
7653,10220,0.9
7654,10239,0.8
7655,10239,0.16
7656,10239,0.7
7657,10239,0.88
7658,10239,0.95
7659,10239,0.72
7660,10240,0.8
